Opinion ID	State	Date
824696	MI	2012-06-20
3006646	MI	2015-09-30
2712417	MI	2013-09-03
825267	MI	2012-03-05
2710906	MI	2014-03-26
2711553	MI	2013-12-23
4020274	MI	2016-07-29
2710786	MI	2014-03-28
2710710	MI	2014-04-09
824950	MI	2012-04-23
2791940	MI	2015-04-07
823250	MI	2012-12-26
4097699	MI	2016-11-09
2811106	MI	2015-06-23
823683	MI	2012-10-22
2710762	MI	2014-03-28
825320	MI	2012-03-05
2712586	MI	2013-07-30
4111979	MI	2016-12-28
824381	MI	2012-07-24
824025	MI	2012-09-18
824390	MI	2012-07-24
3183740	MI	2016-03-08
2753472	MI	2014-11-19
3005859	MI	2015-09-29
2709957	MI	2014-07-29
2724164	MI	2014-09-05
823026	MI	2013-01-25
3132367	MI	2015-10-16
823301	MI	2012-12-12
2746973	MI	2014-10-28
2712532	MI	2013-07-30
2710796	MI	2014-03-28
2712752	MI	2013-06-25
2712283	MI	2013-09-30
2711852	MI	2013-11-25
823601	MI	2012-11-09
825390	MI	2012-02-08
3216297	MI	2016-06-22
2813907	MI	2015-07-01
2710689	MI	2014-04-23
2710430	MI	2014-05-27
825048	MI	2012-04-20
825505	MI	2012-01-13
2711799	MI	2013-11-25
2712123	MI	2013-10-23
4034697	MI	2016-09-16
823110	MI	2013-01-18
824708	MI	2012-06-15
2710700	MI	2014-04-17
3166696	MI	2015-12-30
3182998	MI	2016-03-04
2710035	MI	2014-07-25
4104018	MI	2016-11-30
4020264	MI	2016-07-29
823993	MI	2012-09-24
2711637	MI	2013-12-23
2710266	MI	2014-06-11
2711314	MI	2014-01-30
2711255	MI	2014-01-31
822995	MI	2013-02-06
2784177	MI	2015-03-04
823753	MI	2012-10-22
2711436	MI	2014-01-10
825360	MI	2012-03-05
2804322	MI	2015-05-28
2713501	MI	2013-03-15
824384	MI	2012-07-24
823899	MI	2012-09-24
2737756	MI	2014-09-24
2746968	MI	2014-10-28
2790521	MI	2015-03-31
2784190	MI	2015-03-03
2713428	MI	2013-04-01
4100200	MI	2016-11-18
2757428	MI	2014-11-26
825281	MI	2012-03-05
3209346	MI	2016-06-03
3165636	MI	2015-12-23
2712985	MI	2013-05-28
2710480	MI	2014-05-21
4107857	MI	2016-12-14
823077	MI	2013-01-25
2711377	MI	2014-01-29
2712164	MI	2013-10-02
825219	MI	2012-03-26
2710494	MI	2014-05-05
2711889	MI	2013-11-25
2797622	MI	2015-04-28
2713453	MI	2013-04-01
2794726	MI	2015-04-17
2713124	MI	2013-04-29
4019123	MI	2016-07-26
2815120	MI	2015-07-07
824104	MI	2012-09-04
2713166	MI	2013-04-29
825354	MI	2012-03-05
2710150	MI	2014-06-24
823056	MI	2013-01-25
2712590	MI	2013-07-30
2712367	MI	2013-09-03
4032755	MI	2016-09-09
2774357	MI	2015-01-27
3192073	MI	2016-04-06
3176586	MI	2016-02-10
2711972	MI	2013-11-01
2712074	MI	2013-10-28
2710528	MI	2014-04-28
2712975	MI	2013-05-28
824665	MI	2012-06-25
2710632	MI	2014-04-28
3183743	MI	2016-03-08
2765622	MI	2014-12-30
2815119	MI	2015-07-07
2713361	MI	2013-04-01
824799	MI	2012-05-21
824832	MI	2012-05-21
2710254	MI	2014-06-13
2713489	MI	2013-03-22
823917	MI	2012-09-24
824785	MI	2012-05-21
2709953	MI	2014-07-29
823095	MI	2013-01-25
3149340	MI	2015-10-23
2796559	MI	2015-04-24
4035758	MI	2016-09-21
2784661	MI	2015-03-06
825375	MI	2012-03-02
2711873	MI	2013-11-25
2733974	MI	2014-09-17
2712355	MI	2013-09-03
3185084	MI	2016-03-10
824689	MI	2012-06-25
2818997	MI	2015-07-21
4028915	MI	2016-08-26
2710668	MI	2014-04-28
2776228	MI	2015-02-03
823564	MI	2012-11-20
2710083	MI	2014-06-24
823580	MI	2012-11-20
2771591	MI	2015-01-20
2712267	MI	2013-09-30
4112619	MI	2016-12-28
3159263	MI	2015-12-01
823986	MI	2012-09-24
823587	MI	2012-11-20
2710638	MI	2014-04-28
2712598	MI	2013-07-30
825221	MI	2012-03-26
2713296	MI	2013-04-03
824030	MI	2012-09-07
2808153	MI	2015-06-12
2711495	MI	2013-12-23
2799176	MI	2015-05-05
3166694	MI	2015-12-30
2711794	MI	2013-11-25
4080128	MI	2016-10-05
825503	MI	2012-01-13
2713372	MI	2013-04-01
4100206	MI	2016-11-17
4093534	MI	2016-10-26
2711487	MI	2013-12-23
824754	MI	2012-05-23
824657	MI	2012-06-25
825068	MI	2012-04-13
2710251	MI	2014-06-16
2710086	MI	2014-06-24
2711999	MI	2013-10-28
2710792	MI	2014-03-28
2712862	MI	2013-06-19
2712580	MI	2013-07-30
2711958	MI	2013-11-06
825235	MI	2012-03-21
2710137	MI	2014-06-24
2754437	MI	2014-11-21
2713559	MI	2013-03-04
823739	MI	2012-10-22
2710046	MI	2014-07-15
2711307	MI	2014-01-30
823409	MI	2012-11-20
2712637	MI	2013-07-30
823262	MI	2012-12-26
2710404	MI	2014-05-27
2723124	MI	2014-09-02
2709881	MI	2014-07-29
2712489	MI	2013-07-31
2713018	MI	2013-05-28
2712099	MI	2013-10-28
824856	MI	2012-05-21
823300	MI	2012-12-12
2712900	MI	2013-05-29
2826521	MI	2015-08-11
4099845	MI	2016-11-17
2711519	MI	2013-12-23
2713001	MI	2013-05-28
4029234	MI	2016-08-26
3165036	MI	2015-12-22
2738061	MI	2014-09-29
823548	MI	2012-11-20
2737746	MI	2014-09-24
2712038	MI	2013-10-28
2712425	MI	2013-09-03
2821217	MI	2015-07-28
2805508	MI	2015-06-03
3152637	MI	2015-11-04
3183012	MI	2016-03-04
2959555	MI	2015-09-16
823261	MI	2012-12-26
825244	MI	2012-03-16
3216288	MI	2016-06-22
4110949	MI	2016-12-22
2710726	MI	2014-04-01
825304	MI	2012-03-05
3218003	MI	2016-06-28
2735481	MI	2014-09-17
3092447	MI	2015-10-15
823995	MI	2012-09-24
823909	MI	2012-09-24
2753417	MI	2014-11-18
2786288	MI	2015-03-13
2710116	MI	2014-06-24
824692	MI	2012-06-22
2710445	MI	2014-05-27
824344	MI	2012-07-24
2710304	MI	2014-05-27
2711271	MI	2014-01-31
2711051	MI	2014-02-28
4091108	MI	2016-10-18
2710696	MI	2014-04-22
2711877	MI	2013-11-25
823404	MI	2012-11-20
2713240	MI	2013-04-29
2711286	MI	2014-01-31
2711071	MI	2014-02-28
2712646	MI	2013-07-29
825220	MI	2012-03-26
824875	MI	2012-05-21
2746229	MI	2014-10-28
2709918	MI	2014-07-29
2759537	MI	2014-12-10
4021738	MI	2016-08-02
2713071	MI	2013-05-17
824485	MI	2012-07-17
825457	MI	2012-01-30
823389	MI	2012-11-20
3207028	MI	2016-05-25
2713131	MI	2013-04-29
824247	MI	2012-08-24
4020262	MI	2016-07-29
825207	MI	2012-03-26
823384	MI	2012-11-20
2712819	MI	2013-06-25
823041	MI	2013-01-25
2710603	MI	2014-04-28
2711592	MI	2013-12-23
2711033	MI	2014-02-28
823642	MI	2012-10-31
3197594	MI	2016-04-15
4093158	MI	2016-10-26
2712535	MI	2013-07-30
825288	MI	2012-03-05
2712859	MI	2013-06-19
2712891	MI	2013-05-31
4109976	MI	2016-12-21
823803	MI	2012-10-05
2712176	MI	2013-10-02
2711301	MI	2014-01-31
2713563	MI	2013-03-04
825110	MI	2012-03-28
3189732	MI	2016-03-29
2711612	MI	2013-12-23
2754425	MI	2014-11-21
825291	MI	2012-03-05
2713059	MI	2013-05-22
4024055	MI	2016-08-12
823850	MI	2012-09-28
2738049	MI	2014-09-29
825511	MI	2012-01-11
4080127	MI	2016-10-05
3212256	MI	2016-06-10
2712259	MI	2013-09-30
2711672	MI	2013-12-23
824236	MI	2012-09-04
2711718	MI	2013-12-02
2813924	MI	2015-06-30
2710975	MI	2014-02-28
2819672	MI	2015-07-22
2711153	MI	2014-02-07
2712211	MI	2013-09-30
2710994	MI	2014-02-28
823437	MI	2012-11-20
3132370	MI	2015-10-16
2710212	MI	2014-06-24
2711393	MI	2014-01-24
2790900	MI	2015-03-31
4034747	MI	2016-09-16
3174154	MI	2016-02-03
2713503	MI	2013-03-15
823865	MI	2012-09-26
2710872	MI	2014-03-28
2710439	MI	2014-05-27
824493	MI	2012-07-06
2739830	MI	2014-10-03
825049	MI	2012-04-20
825396	MI	2012-02-03
2709954	MI	2014-07-29
4014394	MI	2016-07-08
825488	MI	2012-01-25
2712375	MI	2013-09-03
2712804	MI	2013-06-25
823126	MI	2012-12-26
825134	MI	2012-03-26
2710279	MI	2014-06-11
2712014	MI	2013-10-28
2712013	MI	2013-10-28
4102405	MI	2016-11-23
4018410	MI	2016-07-22
3207025	MI	2016-05-25
4020270	MI	2016-07-29
825318	MI	2012-03-05
2821215	MI	2015-07-28
823867	MI	2012-09-26
823545	MI	2012-11-20
2802520	MI	2015-05-20
2822014	MI	2015-07-29
2711386	MI	2014-01-24
2711926	MI	2013-11-08
3190634	MI	2016-03-30
2789619	MI	2015-03-25
3217993	MI	2016-06-28
2712341	MI	2013-09-18
2710025	MI	2014-07-29
2711037	MI	2014-02-28
2797962	MI	2015-04-29
824289	MI	2012-07-26
2710093	MI	2014-06-24
3188871	MI	2016-03-23
3190647	MI	2016-03-29
2791415	MI	2015-04-03
2762790	MI	2014-12-17
2712221	MI	2013-09-30
2761680	MI	2014-12-16
2807157	MI	2015-06-10
2712254	MI	2013-09-30
2713235	MI	2013-04-29
2711907	MI	2013-11-20
824061	MI	2012-09-04
2710436	MI	2014-05-27
823851	MI	2012-09-28
4026733	MI	2016-08-19
2710021	MI	2014-07-29
3169507	MI	2016-01-12
2712622	MI	2013-07-30
3201443	MI	2016-05-06
2710952	MI	2014-02-28
3161395	MI	2015-12-09
2710010	MI	2014-07-29
3005864	MI	2015-09-29
2709869	MI	2014-07-29
2766127	MI	2014-12-30
825301	MI	2012-03-05
2713065	MI	2013-05-22
2710365	MI	2014-05-27
2713532	MI	2013-03-04
823042	MI	2013-01-25
2710072	MI	2014-06-25
823281	MI	2012-12-21
3004984	MI	2015-09-25
2710447	MI	2014-05-27
2710677	MI	2014-04-25
3134013	MI	2015-10-20
2712618	MI	2013-07-30
2712436	MI	2013-09-03
3166946	MI	2015-12-30
3183742	MI	2016-03-08
823298	MI	2012-12-12
824540	MI	2012-06-25
4019119	MI	2016-07-26
2712274	MI	2013-09-30
825033	MI	2012-04-23
823511	MI	2012-11-20
2712983	MI	2013-05-28
4035760	MI	2016-09-21
2713573	MI	2013-03-04
2710336	MI	2014-05-27
823997	MI	2012-09-21
825018	MI	2012-04-23
825355	MI	2012-03-05
2710453	MI	2014-05-27
3151205	MI	2015-10-30
2712364	MI	2013-09-03
3186725	MI	2016-03-16
2712820	MI	2013-06-25
825027	MI	2012-04-23
2732479	MI	2014-09-09
2711190	MI	2014-02-04
4035762	MI	2016-09-21
2797611	MI	2015-04-29
824256	MI	2012-08-20
3217159	MI	2016-06-24
825278	MI	2012-03-05
2713574	MI	2013-03-04
3132356	MI	2015-10-15
2711569	MI	2013-12-23
3192727	MI	2016-04-08
2711193	MI	2014-01-31
2806164	MI	2015-06-05
2713232	MI	2013-04-29
2709987	MI	2014-07-29
2711478	MI	2013-12-23
3165631	MI	2015-12-23
2710109	MI	2014-06-24
3004640	MI	2015-09-23
2744868	MI	2014-10-22
2713080	MI	2013-05-10
3162116	MI	2015-12-10
2713490	MI	2013-03-21
4037552	MI	2016-09-27
2712179	MI	2013-10-02
825279	MI	2012-03-05
2746978	MI	2014-10-28
3199756	MI	2016-05-02
2710452	MI	2014-05-27
2712640	MI	2013-07-29
2750059	MI	2014-11-07
823111	MI	2013-01-18
4093528	MI	2016-10-26
4024064	MI	2016-08-12
2712740	MI	2013-06-25
823559	MI	2012-11-20
2713371	MI	2013-04-01
2711791	MI	2013-11-25
2796568	MI	2015-04-23
2710858	MI	2014-03-28
2713063	MI	2013-05-22
2712608	MI	2013-07-30
2710153	MI	2014-06-24
2756076	MI	2014-11-26
2806152	MI	2015-06-05
2712950	MI	2013-05-28
2712552	MI	2013-07-30
2713390	MI	2013-04-01
2807153	MI	2015-06-10
823733	MI	2012-10-22
824430	MI	2012-07-24
2712833	MI	2013-06-25
2711272	MI	2014-01-31
2780980	MI	2015-02-20
4031658	MI	2016-09-06
2713410	MI	2013-04-01
3161821	MI	2015-12-09
2713058	MI	2013-05-22
2710473	MI	2014-05-21
2711075	MI	2014-02-28
2711608	MI	2013-12-23
2712929	MI	2013-05-28
2712879	MI	2013-06-05
2712861	MI	2013-06-19
2764321	MI	2014-12-23
824936	MI	2012-04-23
3204868	MI	2016-05-18
2713010	MI	2013-05-28
2711251	MI	2014-01-31
824044	MI	2012-09-04
824462	MI	2012-07-24
2712008	MI	2013-10-28
3203524	MI	2016-05-13
3005781	MI	2015-09-29
825225	MI	2012-03-23
2710119	MI	2014-06-24
2712305	MI	2013-09-27
2805520	MI	2015-06-03
2793160	MI	2015-04-10
2710690	MI	2014-04-23
823015	MI	2013-01-25
2710448	MI	2014-05-27
2710005	MI	2014-07-29
3183730	MI	2016-03-08
3216291	MI	2016-06-22
824941	MI	2012-04-23
2711183	MI	2014-02-05
3207015	MI	2016-05-25
3188460	MI	2016-03-23
823351	MI	2012-11-30
2710791	MI	2014-03-28
2928996	MI	2015-09-09
2749878	MI	2014-11-07
2711240	MI	2014-01-31
2711906	MI	2013-11-20
2710974	MI	2014-02-28
823970	MI	2012-09-24
825101	MI	2012-03-30
2713411	MI	2013-04-01
824285	MI	2012-07-30
824846	MI	2012-05-21
2713119	MI	2013-04-29
3214213	MI	2016-06-15
2709914	MI	2014-07-29
2710078	MI	2014-06-24
3216293	MI	2016-06-22
2710276	MI	2014-06-11
3150438	MI	2015-10-28
3157822	MI	2015-11-24
823196	MI	2012-12-26
3188474	MI	2016-03-22
3165463	MI	2015-12-23
4031650	MI	2016-09-06
3200202	MI	2016-05-02
2711213	MI	2014-01-31
823005	MI	2013-01-31
825071	MI	2012-04-09
2813911	MI	2015-07-01
4099841	MI	2016-11-17
824795	MI	2012-05-21
2710216	MI	2014-06-24
4102403	MI	2016-11-23
824632	MI	2012-06-25
824179	MI	2012-09-04
824074	MI	2012-09-04
2777794	MI	2015-02-06
2709951	MI	2014-07-29
2710471	MI	2014-05-21
2712746	MI	2013-06-25
824453	MI	2012-07-24
2712699	MI	2013-06-25
2712030	MI	2013-10-28
3150440	MI	2015-10-28
823257	MI	2012-12-26
2744973	MI	2014-10-22
824655	MI	2012-06-25
2710381	MI	2014-05-27
3197591	MI	2016-04-19
2711645	MI	2013-12-23
2709985	MI	2014-07-29
2713366	MI	2013-04-01
2711432	MI	2014-01-13
823489	MI	2012-11-20
824436	MI	2012-07-24
824817	MI	2012-05-21
2710567	MI	2014-04-28
3215933	MI	2016-06-21
2711676	MI	2013-12-23
2712459	MI	2013-09-03
2928998	MI	2015-09-09
824800	MI	2012-05-21
3199415	MI	2016-04-29
823067	MI	2013-01-25
4109975	MI	2016-12-21
3165044	MI	2015-12-22
2746974	MI	2014-10-28
2797960	MI	2015-04-29
824627	MI	2012-06-25
3150425	MI	2015-10-28
2712937	MI	2013-05-28
823726	MI	2012-10-22
823001	MI	2013-02-01
3203525	MI	2016-05-13
825260	MI	2012-03-07
823178	MI	2012-12-26
823146	MI	2012-12-26
2710308	MI	2014-05-27
4024062	MI	2016-08-12
2737762	MI	2014-09-24
2928982	MI	2015-09-11
2794738	MI	2015-04-17
2793175	MI	2015-04-10
2713335	MI	2013-04-01
4105870	MI	2016-12-07
2804037	MI	2015-05-27
2711444	MI	2014-01-07
2759540	MI	2014-12-10
2710575	MI	2014-04-28
2710463	MI	2014-05-23
2712246	MI	2013-09-30
4055479	MI	2016-09-27
4111995	MI	2016-12-28
3173319	MI	2016-01-27
2712776	MI	2013-06-25
2711459	MI	2013-12-23
2712526	MI	2013-07-30
3066535	MI	2015-10-13
2712294	MI	2013-09-30
823391	MI	2012-11-20
2712224	MI	2013-09-30
2711407	MI	2014-01-17
3157835	MI	2015-11-24
823365	MI	2012-11-20
823921	MI	2012-09-24
2713067	MI	2013-05-21
2712250	MI	2013-09-30
824058	MI	2012-09-04
2710484	MI	2014-05-16
824583	MI	2012-06-25
3149333	MI	2015-10-23
2710633	MI	2014-04-28
2709901	MI	2014-07-29
2783822	MI	2015-03-03
2777797	MI	2015-02-05
2710133	MI	2014-06-24
3188463	MI	2016-03-23
2711344	MI	2014-01-30
2826936	MI	2015-08-12
823556	MI	2012-11-20
2713228	MI	2013-04-29
2712584	MI	2013-07-30
3197621	MI	2016-04-25
2711895	MI	2013-11-20
4109965	MI	2016-12-21
4088091	MI	2016-10-07
2764800	MI	2014-12-23
824926	MI	2012-04-27
2712766	MI	2013-06-25
824171	MI	2012-09-04
2814553	MI	2015-07-02
2712278	MI	2013-09-30
4102324	MI	2016-11-23
2712140	MI	2013-10-17
2713294	MI	2013-04-03
2711158	MI	2014-02-06
4105862	MI	2016-12-07
825351	MI	2012-03-05
823198	MI	2012-12-26
2811108	MI	2015-06-23
2711498	MI	2013-12-23
3154805	MI	2015-11-13
3165049	MI	2015-12-22
823891	MI	2012-09-24
3171678	MI	2016-01-22
2712481	MI	2013-08-12
2710090	MI	2014-06-24
2712918	MI	2013-05-28
2797260	MI	2015-04-28
825436	MI	2012-01-30
3175716	MI	2016-02-08
2807163	MI	2015-06-10
2713277	MI	2013-04-12
3149331	MI	2015-10-23
2784182	MI	2015-03-03
824341	MI	2012-07-24
2739138	MI	2014-10-01
3165048	MI	2015-12-22
2821323	MI	2015-07-28
3197592	MI	2016-04-15
2805554	MI	2015-06-03
2761677	MI	2014-12-16
2710363	MI	2014-05-27
823659	MI	2012-10-24
4089604	MI	2016-10-12
824153	MI	2012-09-04
2709873	MI	2014-07-29
823988	MI	2012-09-24
2711702	MI	2013-12-20
2712119	MI	2013-10-24
2754432	MI	2014-11-21
823894	MI	2012-09-24
823449	MI	2012-11-20
3199413	MI	2016-04-29
2711596	MI	2013-12-23
823474	MI	2012-11-20
2804336	MI	2015-05-28
825411	MI	2012-02-01
2712109	MI	2013-10-25
2713204	MI	2013-04-29
2710325	MI	2014-05-27
823182	MI	2012-12-26
2711374	MI	2014-01-29
2789294	MI	2015-03-25
2816482	MI	2015-07-10
2710910	MI	2014-03-26
2711268	MI	2014-01-31
823167	MI	2012-12-26
2713205	MI	2013-04-29
824794	MI	2012-05-21
2710429	MI	2014-05-27
2764789	MI	2014-12-23
2712602	MI	2013-07-30
823286	MI	2012-12-19
824756	MI	2012-05-23
823074	MI	2013-01-25
2712954	MI	2013-05-28
3187103	MI	2016-03-18
2710110	MI	2014-06-24
2710189	MI	2014-06-24
3185093	MI	2016-03-11
823907	MI	2012-09-24
4111139	MI	2016-12-21
2711832	MI	2013-11-25
3152626	MI	2015-11-04
823428	MI	2012-11-20
823407	MI	2012-11-20
823746	MI	2012-10-22
2710586	MI	2014-04-28
2710805	MI	2014-03-28
2713117	MI	2013-04-29
2710993	MI	2014-02-28
2712503	MI	2013-07-30
3207737	MI	2016-05-27
4095171	MI	2016-11-02
2711363	MI	2014-01-29
2797961	MI	2015-04-29
2821329	MI	2015-07-28
2713619	MI	2013-03-04
2712041	MI	2013-10-28
824001	MI	2012-09-21
2717558	MI	2014-08-12
2753459	MI	2014-11-19
2711663	MI	2013-12-23
2712464	MI	2013-09-03
2713342	MI	2013-04-01
2712253	MI	2013-09-30
824641	MI	2012-06-25
823049	MI	2013-01-25
2798212	MI	2015-05-01
2713486	MI	2013-03-27
2755435	MI	2014-11-25
825001	MI	2012-04-23
2811533	MI	2015-06-23
2733979	MI	2014-09-16
825373	MI	2012-03-02
4102401	MI	2016-11-23
2712519	MI	2013-07-30
2712190	MI	2013-09-30
2711935	MI	2013-11-06
2711206	MI	2014-01-31
3212252	MI	2016-06-10
3183734	MI	2016-03-08
2711931	MI	2013-11-06
2711983	MI	2013-10-28
2713220	MI	2013-04-29
2709920	MI	2014-07-29
3187092	MI	2016-03-18
824292	MI	2012-07-24
2789610	MI	2015-03-25
2710269	MI	2014-06-11
2711565	MI	2013-12-23
3207010	MI	2016-05-25
2770148	MI	2015-01-13
2783436	MI	2015-03-02
2736714	MI	2014-09-24
825387	MI	2012-02-08
2712265	MI	2013-09-30
824576	MI	2012-06-25
823246	MI	2012-12-26
823424	MI	2012-11-20
4029991	MI	2016-08-29
2712694	MI	2013-06-25
2710954	MI	2014-02-28
2709880	MI	2014-07-29
2713203	MI	2013-04-29
3005772	MI	2015-09-29
824804	MI	2012-05-21
825114	MI	2012-03-28
2712386	MI	2013-09-03
2787352	MI	2015-03-17
2711336	MI	2014-01-30
2710752	MI	2014-03-28
2711593	MI	2013-12-23
825515	MI	2012-01-06
2711827	MI	2013-11-25
2764325	MI	2014-12-23
2710159	MI	2014-06-24
2712990	MI	2013-05-28
3004986	MI	2015-09-25
2712759	MI	2013-06-25
825012	MI	2012-04-23
2712124	MI	2013-10-23
824091	MI	2012-09-04
824763	MI	2012-05-23
2712024	MI	2013-10-28
4100221	MI	2016-11-18
2711178	MI	2014-02-05
3161389	MI	2015-12-09
2804030	MI	2015-05-27
3158371	MI	2015-11-25
825432	MI	2012-01-30
3188469	MI	2016-03-23
2711994	MI	2013-10-28
2880621	MI	2015-09-04
825438	MI	2012-01-30
2711450	MI	2013-12-26
823179	MI	2012-12-26
3156715	MI	2015-11-20
824373	MI	2012-07-24
3206491	MI	2016-05-24
2711138	MI	2014-02-21
2712057	MI	2013-10-28
4102326	MI	2016-11-23
2814426	MI	2015-07-01
2713023	MI	2013-05-28
2711687	MI	2013-12-23
824774	MI	2012-05-21
2785241	MI	2015-03-10
4024068	MI	2016-08-12
2791256	MI	2015-04-01
825356	MI	2012-03-05
823750	MI	2012-10-22
824057	MI	2012-09-04
2804633	MI	2015-05-29
824514	MI	2012-06-25
2790519	MI	2015-03-31
2710321	MI	2014-05-27
824987	MI	2012-04-23
2711829	MI	2013-11-25
2777477	MI	2015-02-04
3180984	MI	2016-02-26
4102407	MI	2016-11-23
823794	MI	2012-10-22
2791441	MI	2015-04-03
823145	MI	2012-12-26
3199765	MI	2016-05-02
3165457	MI	2015-12-23
825192	MI	2012-03-26
3183001	MI	2016-03-04
824200	MI	2012-09-04
825247	MI	2012-03-16
4111989	MI	2016-12-28
2712335	MI	2013-09-18
4090630	MI	2016-10-18
824409	MI	2012-07-24
823652	MI	2012-10-24
4095164	MI	2016-11-02
824982	MI	2012-04-23
3217991	MI	2016-06-28
2711784	MI	2013-11-25
823897	MI	2012-09-24
2784195	MI	2015-03-03
4020276	MI	2016-07-29
2711510	MI	2013-12-23
823362	MI	2012-11-20
823104	MI	2013-01-18
3213745	MI	2016-06-14
2711759	MI	2013-11-25
824457	MI	2012-07-24
825337	MI	2012-03-05
823947	MI	2012-09-24
2711825	MI	2013-11-25
2712268	MI	2013-09-30
2712304	MI	2013-09-27
2826924	MI	2015-08-11
823530	MI	2012-11-20
4103559	MI	2016-11-30
2731468	MI	2014-09-05
2712559	MI	2013-07-30
2802528	MI	2015-05-20
3174149	MI	2016-02-03
2712435	MI	2013-09-03
2713066	MI	2013-05-21
2744462	MI	2014-10-21
823240	MI	2012-12-26
823633	MI	2012-10-31
4032091	MI	2016-09-06
2712979	MI	2013-05-28
2710247	MI	2014-06-18
2711966	MI	2013-11-04
2788246	MI	2015-03-20
825020	MI	2012-04-23
2813375	MI	2015-06-30
825127	MI	2012-03-26
2713223	MI	2013-04-29
2713495	MI	2013-03-20
823176	MI	2012-12-26
824957	MI	2012-04-23
824012	MI	2012-09-19
3158370	MI	2015-11-25
4022130	MI	2016-08-03
4055482	MI	2016-09-27
2711256	MI	2014-01-31
823860	MI	2012-09-26
823773	MI	2012-10-22
823611	MI	2012-11-07
2715897	MI	2014-08-05
2711067	MI	2014-02-28
823139	MI	2012-12-26
2776235	MI	2015-02-03
3184276	MI	2016-03-08
2710898	MI	2014-03-26
825257	MI	2012-03-09
2713016	MI	2013-05-28
2711209	MI	2014-01-31
2710787	MI	2014-03-28
824533	MI	2012-06-25
2711050	MI	2014-02-28
2710240	MI	2014-06-18
3132365	MI	2015-10-15
824076	MI	2012-09-04
2756077	MI	2014-11-25
824640	MI	2012-06-25
824550	MI	2012-06-25
823193	MI	2012-12-26
3194517	MI	2016-04-13
825214	MI	2012-03-26
2710225	MI	2014-06-20
824444	MI	2012-07-24
825167	MI	2012-03-26
3157818	MI	2015-11-24
823770	MI	2012-10-22
2711617	MI	2013-12-23
2713005	MI	2013-05-28
824908	MI	2012-05-04
2710043	MI	2014-07-21
2711355	MI	2014-01-29
2802867	MI	2015-05-20
2710193	MI	2014-06-24
2756074	MI	2014-11-26
2712791	MI	2013-06-25
2711804	MI	2013-11-25
2787355	MI	2015-03-17
823265	MI	2012-12-26
2712971	MI	2013-05-28
824028	MI	2012-09-13
823082	MI	2013-01-25
3217988	MI	2016-06-28
2754424	MI	2014-11-21
2710500	MI	2014-05-02
2710873	MI	2014-03-28
2710328	MI	2014-05-27
824290	MI	2012-07-24
823234	MI	2012-12-26
823370	MI	2012-11-20
2711137	MI	2014-02-21
2712232	MI	2013-09-30
2713512	MI	2013-03-08
2711049	MI	2014-02-28
825137	MI	2012-03-26
2710038	MI	2014-07-22
2710234	MI	2014-06-18
2710877	MI	2014-03-28
2712790	MI	2013-06-25
2713282	MI	2013-04-09
823554	MI	2012-11-20
2713364	MI	2013-04-01
825251	MI	2012-03-09
3219572	MI	2016-07-01
2710662	MI	2014-04-28
825231	MI	2012-03-21
3165478	MI	2015-12-22
4104013	MI	2016-11-30
4091107	MI	2016-10-18
4093520	MI	2016-10-26
2712941	MI	2013-05-28
2805516	MI	2015-06-03
2712709	MI	2013-06-25
2713064	MI	2013-05-22
2712354	MI	2013-09-03
824818	MI	2012-05-21
2712771	MI	2013-06-25
823227	MI	2012-12-26
3205700	MI	2016-05-20
2803185	MI	2015-05-22
823920	MI	2012-09-24
4078475	MI	2016-09-29
824741	MI	2012-06-01
2710866	MI	2014-03-28
2711378	MI	2014-01-29
825199	MI	2012-03-26
2711242	MI	2014-01-31
2748546	MI	2014-11-04
2711053	MI	2014-02-28
2784429	MI	2015-03-05
2713295	MI	2013-04-03
2717999	MI	2014-08-12
824974	MI	2012-04-23
2711998	MI	2013-10-28
823774	MI	2012-10-22
2711788	MI	2013-11-25
4037546	MI	2016-09-27
2713542	MI	2013-03-04
2712418	MI	2013-09-03
2789290	MI	2015-03-25
823195	MI	2012-12-26
825282	MI	2012-03-05
3219571	MI	2016-07-01
3183002	MI	2016-03-04
2711164	MI	2014-02-05
2712465	MI	2013-09-03
2813373	MI	2015-06-30
2711884	MI	2013-11-25
824524	MI	2012-06-25
2712346	MI	2013-09-12
824669	MI	2012-06-25
824644	MI	2012-06-25
2710577	MI	2014-04-28
2713127	MI	2013-04-29
2710085	MI	2014-06-24
1041100	MI	2013-02-08
823618	MI	2012-11-07
2712672	MI	2013-07-05
2712301	MI	2013-09-30
2909397	MI	2015-09-09
2710478	MI	2014-05-21
2712778	MI	2013-06-25
2712161	MI	2013-10-02
2738050	MI	2014-09-29
824788	MI	2012-05-21
2709877	MI	2014-07-29
823529	MI	2012-11-20
3187107	MI	2016-03-18
823751	MI	2012-10-22
3206484	MI	2016-05-24
824459	MI	2012-07-24
823811	MI	2012-10-05
2712651	MI	2013-07-25
2713322	MI	2013-04-01
2710619	MI	2014-04-28
4106248	MI	2016-12-08
824979	MI	2012-04-23
2712318	MI	2013-09-25
2713144	MI	2013-04-29
2711776	MI	2013-11-25
2809685	MI	2015-06-17
825088	MI	2012-04-04
824120	MI	2012-09-04
2744876	MI	2014-10-22
2817157	MI	2015-07-14
2802873	MI	2015-05-20
2711610	MI	2013-12-23
2779488	MI	2015-02-13
2712880	MI	2013-06-05
